onset	duration	sample	type	value
386.1796875	n/a	197725	STATUS	61480
387.189453125	n/a	198242	STATUS	61490
388.580078125	n/a	198954	STATUS	61501
389.03125	n/a	199185	STATUS	61510
389.28125	n/a	199313	STATUS	61450
390.78125	n/a	200081	STATUS	61463
391.146484375	n/a	200268	STATUS	61471
391.421875	n/a	200409	STATUS	61472
392.15625	n/a	200785	STATUS	61480
393.1640625	n/a	201301	STATUS	61490
394.505859375	n/a	201988	STATUS	61501
394.97265625	n/a	202227	STATUS	61510
395.22265625	n/a	202355	STATUS	61450
396.72265625	n/a	203123	STATUS	61463
397.08984375	n/a	203311	STATUS	61471
397.365234375	n/a	203452	STATUS	61472
398.09765625	n/a	203827	STATUS	61480
399.10546875	n/a	204343	STATUS	61490
400.248046875	n/a	204928	STATUS	61501
400.70703125	n/a	205163	STATUS	61511
400.95703125	n/a	205291	STATUS	61450
402.45703125	n/a	206059	STATUS	61463
402.822265625	n/a	206246	STATUS	61471
403.09765625	n/a	206387	STATUS	61472
403.83203125	n/a	206763	STATUS	61480
404.83984375	n/a	207279	STATUS	61490
405.90625	n/a	207825	STATUS	61501
406.423828125	n/a	208090	STATUS	61511
406.673828125	n/a	208218	STATUS	61450
408.173828125	n/a	208986	STATUS	61463
408.541015625	n/a	209174	STATUS	61471
408.814453125	n/a	209314	STATUS	61472
409.548828125	n/a	209690	STATUS	61480
410.556640625	n/a	210206	STATUS	61490
411.8828125	n/a	210885	STATUS	61501
412.515625	n/a	211209	STATUS	61511
412.765625	n/a	211337	STATUS	61450
414.265625	n/a	212105	STATUS	61463
414.6328125	n/a	212293	STATUS	61471
414.908203125	n/a	212434	STATUS	61472
415.640625	n/a	212809	STATUS	61480
416.6484375	n/a	213325	STATUS	61490
417.908203125	n/a	213970	STATUS	61501
418.591796875	n/a	214320	STATUS	61510
418.841796875	n/a	214448	STATUS	61450
420.341796875	n/a	215216	STATUS	61468
420.70703125	n/a	215403	STATUS	61471
421.44140625	n/a	215779	STATUS	61472
421.716796875	n/a	215920	STATUS	61480
422.724609375	n/a	216436	STATUS	61490
424.107421875	n/a	217144	STATUS	61501
424.724609375	n/a	217460	STATUS	61510
424.974609375	n/a	217588	STATUS	61450
426.474609375	n/a	218356	STATUS	61463
426.841796875	n/a	218544	STATUS	61471
427.1171875	n/a	218685	STATUS	61472
427.849609375	n/a	219060	STATUS	61480
428.859375	n/a	219577	STATUS	61490
430.2578125	n/a	220293	STATUS	61501
430.75	n/a	220545	STATUS	61510
431	n/a	220673	STATUS	61450
432.5	n/a	221441	STATUS	61463
432.8671875	n/a	221629	STATUS	61471
433.142578125	n/a	221770	STATUS	61472
433.875	n/a	222145	STATUS	61480
434.884765625	n/a	222662	STATUS	61490
436.091796875	n/a	223280	STATUS	61501
436.650390625	n/a	223566	STATUS	61510
436.900390625	n/a	223694	STATUS	61450
438.400390625	n/a	224462	STATUS	61463
438.767578125	n/a	224650	STATUS	61471
439.04296875	n/a	224791	STATUS	61472
439.775390625	n/a	225166	STATUS	61480
440.78515625	n/a	225683	STATUS	61490
442.392578125	n/a	226506	STATUS	61501
442.884765625	n/a	226758	STATUS	61510
443.134765625	n/a	226886	STATUS	61450
444.634765625	n/a	227654	STATUS	61463
445.001953125	n/a	227842	STATUS	61471
445.27734375	n/a	227983	STATUS	61472
446.009765625	n/a	228358	STATUS	61480
447.017578125	n/a	228874	STATUS	61490
448.27734375	n/a	229519	STATUS	61501
449.109375	n/a	229945	STATUS	61510
449.359375	n/a	230073	STATUS	61450
450.859375	n/a	230841	STATUS	61463
451.2265625	n/a	231029	STATUS	61471
451.501953125	n/a	231170	STATUS	61472
452.236328125	n/a	231546	STATUS	61480
453.244140625	n/a	232062	STATUS	61490
454.560546875	n/a	232736	STATUS	61500
455.28515625	n/a	233107	STATUS	61511
455.53515625	n/a	233235	STATUS	61450
457.03515625	n/a	234003	STATUS	61463
457.40234375	n/a	234191	STATUS	61471
457.677734375	n/a	234332	STATUS	61472
458.41015625	n/a	234707	STATUS	61480
459.419921875	n/a	235224	STATUS	61490
461.88671875	n/a	236487	STATUS	61501
463.501953125	n/a	237314	STATUS	61510
463.751953125	n/a	237442	STATUS	61450
465.25390625	n/a	238211	STATUS	61468
465.619140625	n/a	238398	STATUS	61471
466.353515625	n/a	238774	STATUS	61472
466.62890625	n/a	238915	STATUS	61480
467.63671875	n/a	239431	STATUS	61490
469.0625	n/a	240161	STATUS	61500
469.986328125	n/a	240634	STATUS	61510
470.236328125	n/a	240762	STATUS	61450
471.736328125	n/a	241530	STATUS	61463
472.103515625	n/a	241718	STATUS	61471
472.37890625	n/a	241859	STATUS	61472
473.111328125	n/a	242234	STATUS	61480
474.12109375	n/a	242751	STATUS	61490
475.486328125	n/a	243450	STATUS	61501
476.078125	n/a	243753	STATUS	61510
476.328125	n/a	243881	STATUS	61450
477.828125	n/a	244649	STATUS	61468
478.1953125	n/a	244837	STATUS	61471
478.9296875	n/a	245213	STATUS	61472
479.205078125	n/a	245354	STATUS	61480
480.212890625	n/a	245870	STATUS	61490
481.5703125	n/a	246565	STATUS	61500
482.205078125	n/a	246890	STATUS	61511
482.455078125	n/a	247018	STATUS	61450
483.955078125	n/a	247786	STATUS	61468
484.3203125	n/a	247973	STATUS	61471
485.0546875	n/a	248349	STATUS	61472
485.330078125	n/a	248490	STATUS	61480
486.337890625	n/a	249006	STATUS	61490
487.462890625	n/a	249582	STATUS	61501
488.00390625	n/a	249859	STATUS	61511
495.921875	n/a	253913	STATUS	61694
497.421875	n/a	254681	STATUS	61450
498.921875	n/a	255449	STATUS	61463
499.2890625	n/a	255637	STATUS	61471
499.564453125	n/a	255778	STATUS	61472
500.296875	n/a	256153	STATUS	61480
501.306640625	n/a	256670	STATUS	61490
502.53125	n/a	257297	STATUS	61501
503.1484375	n/a	257613	STATUS	61510
503.3984375	n/a	257741	STATUS	61450
504.8984375	n/a	258509	STATUS	61463
505.263671875	n/a	258696	STATUS	61471
505.5390625	n/a	258837	STATUS	61472
506.2734375	n/a	259213	STATUS	61480
507.28125	n/a	259729	STATUS	61490
508.78125	n/a	260497	STATUS	61501
509.181640625	n/a	260702	STATUS	61510
509.431640625	n/a	260830	STATUS	61450
510.931640625	n/a	261598	STATUS	61463
511.298828125	n/a	261786	STATUS	61471
511.57421875	n/a	261927	STATUS	61472
512.306640625	n/a	262302	STATUS	61480
513.314453125	n/a	262818	STATUS	61490
514.2734375	n/a	263309	STATUS	61501
514.681640625	n/a	263518	STATUS	61510
514.931640625	n/a	263646	STATUS	61450
516.431640625	n/a	264414	STATUS	61463
516.798828125	n/a	264602	STATUS	61471
517.07421875	n/a	264743	STATUS	61472
517.806640625	n/a	265118	STATUS	61480
518.81640625	n/a	265635	STATUS	61490
519.7734375	n/a	266125	STATUS	61501
520.298828125	n/a	266394	STATUS	61510
520.548828125	n/a	266522	STATUS	61450
522.048828125	n/a	267290	STATUS	61468
522.416015625	n/a	267478	STATUS	61471
523.1484375	n/a	267853	STATUS	61472
523.423828125	n/a	267994	STATUS	61480
524.431640625	n/a	268510	STATUS	61490
525.81640625	n/a	269219	STATUS	61501
526.44140625	n/a	269539	STATUS	61511
526.69140625	n/a	269667	STATUS	61450
