onset	duration	sample	type	value
478.68359375	n/a	245087	STATUS	61450
480.18359375	n/a	245855	STATUS	61463
480.55078125	n/a	246043	STATUS	61471
480.82421875	n/a	246183	STATUS	61472
481.55859375	n/a	246559	STATUS	61480
482.56640625	n/a	247075	STATUS	61490
484.400390625	n/a	248014	STATUS	61501
485.341796875	n/a	248496	STATUS	61510
485.591796875	n/a	248624	STATUS	61450
487.091796875	n/a	249392	STATUS	61468
487.458984375	n/a	249580	STATUS	61471
488.19140625	n/a	249955	STATUS	61472
488.466796875	n/a	250096	STATUS	61480
489.4765625	n/a	250613	STATUS	61490
491.318359375	n/a	251556	STATUS	61501
492.04296875	n/a	251927	STATUS	61511
492.29296875	n/a	252055	STATUS	61450
493.79296875	n/a	252823	STATUS	61463
494.16015625	n/a	253011	STATUS	61471
494.43359375	n/a	253151	STATUS	61472
495.16796875	n/a	253527	STATUS	61480
496.17578125	n/a	254043	STATUS	61490
498.201171875	n/a	255080	STATUS	61501
499.29296875	n/a	255639	STATUS	61511
499.54296875	n/a	255767	STATUS	61450
501.04296875	n/a	256535	STATUS	61468
501.41015625	n/a	256723	STATUS	61471
502.142578125	n/a	257098	STATUS	61472
502.41796875	n/a	257239	STATUS	61480
503.427734375	n/a	257756	STATUS	61490
505.6015625	n/a	258869	STATUS	61501
506.310546875	n/a	259232	STATUS	61510
506.560546875	n/a	259360	STATUS	61450
508.060546875	n/a	260128	STATUS	61463
508.427734375	n/a	260316	STATUS	61471
508.703125	n/a	260457	STATUS	61472
509.435546875	n/a	260832	STATUS	61480
510.443359375	n/a	261348	STATUS	61490
512.39453125	n/a	262347	STATUS	61501
513.111328125	n/a	262714	STATUS	61510
513.361328125	n/a	262842	STATUS	61450
514.861328125	n/a	263610	STATUS	61463
515.228515625	n/a	263798	STATUS	61471
515.501953125	n/a	263938	STATUS	61472
516.236328125	n/a	264314	STATUS	61480
517.244140625	n/a	264830	STATUS	61490
518.76171875	n/a	265607	STATUS	61500
519.435546875	n/a	265952	STATUS	61510
519.685546875	n/a	266080	STATUS	61450
521.1875	n/a	266849	STATUS	61463
521.552734375	n/a	267036	STATUS	61471
521.828125	n/a	267177	STATUS	61472
522.5625	n/a	267553	STATUS	61480
523.5703125	n/a	268069	STATUS	61490
524.904296875	n/a	268752	STATUS	61501
525.861328125	n/a	269242	STATUS	61510
526.111328125	n/a	269370	STATUS	61450
527.611328125	n/a	270138	STATUS	61463
527.978515625	n/a	270326	STATUS	61471
528.25390625	n/a	270467	STATUS	61472
528.986328125	n/a	270842	STATUS	61480
529.99609375	n/a	271359	STATUS	61490
533.095703125	n/a	272946	STATUS	61500
533.9375	n/a	273377	STATUS	61510
534.1875	n/a	273505	STATUS	61450
535.6875	n/a	274273	STATUS	61463
536.0546875	n/a	274461	STATUS	61471
536.330078125	n/a	274602	STATUS	61472
537.0625	n/a	274977	STATUS	61480
538.0703125	n/a	275493	STATUS	61490
540.330078125	n/a	276650	STATUS	61501
541.212890625	n/a	277102	STATUS	61511
541.462890625	n/a	277230	STATUS	61450
542.962890625	n/a	277998	STATUS	61463
543.330078125	n/a	278186	STATUS	61471
543.60546875	n/a	278327	STATUS	61472
544.337890625	n/a	278702	STATUS	61480
545.34765625	n/a	279219	STATUS	61490
547.23828125	n/a	280187	STATUS	61501
548.080078125	n/a	280618	STATUS	61510
557.123046875	n/a	285248	STATUS	61694
558.623046875	n/a	286016	STATUS	61450
560.123046875	n/a	286784	STATUS	61468
560.490234375	n/a	286972	STATUS	61471
561.22265625	n/a	287347	STATUS	61472
561.498046875	n/a	287488	STATUS	61480
562.505859375	n/a	288004	STATUS	61490
563.59765625	n/a	288563	STATUS	61501
563.97265625	n/a	288755	STATUS	61511
564.22265625	n/a	288883	STATUS	61450
565.72265625	n/a	289651	STATUS	61463
566.08984375	n/a	289839	STATUS	61471
566.365234375	n/a	289980	STATUS	61472
567.09765625	n/a	290355	STATUS	61480
568.107421875	n/a	290872	STATUS	61490
569.865234375	n/a	291772	STATUS	61501
570.474609375	n/a	292084	STATUS	61511
570.724609375	n/a	292212	STATUS	61450
572.224609375	n/a	292980	STATUS	61463
572.58984375	n/a	293167	STATUS	61471
572.865234375	n/a	293308	STATUS	61472
573.599609375	n/a	293684	STATUS	61480
574.607421875	n/a	294200	STATUS	61490
575.990234375	n/a	294908	STATUS	61501
576.482421875	n/a	295160	STATUS	61510
576.732421875	n/a	295288	STATUS	61450
578.232421875	n/a	296056	STATUS	61463
578.599609375	n/a	296244	STATUS	61471
578.875	n/a	296385	STATUS	61472
579.607421875	n/a	296760	STATUS	61480
580.615234375	n/a	297276	STATUS	61490
581.966796875	n/a	297968	STATUS	61501
582.44140625	n/a	298211	STATUS	61511
582.69140625	n/a	298339	STATUS	61450
584.19140625	n/a	299107	STATUS	61463
584.55859375	n/a	299295	STATUS	61471
584.833984375	n/a	299436	STATUS	61472
585.56640625	n/a	299811	STATUS	61480
